X,jobTitle
formal academic entry requirements training typically provided onthejob nvqs svqs available areas job holder unit group operate variety plant machinery classified minor group plant machine operatives bench hand metal trade cable maker spring m fr laser operator manufacturer metal good m fr saw doctor operates acetylene torch cutting equipment dismantle boiler car ship railway track engine machinery scrap metal bend coil crimp spin metal wire manufacture cable spring rope wire good operates machine manufacture nut bolt nail screw pin rivet etc fill grease gun grease appropriate grade applies grease oil grease point lubrication hole machinery equipment bearing axle similar ensures roller rope haulage system greased running freely inspects machine equipment report faults minor group plant machine operative sub major group process plant machine operative major group process plant machine operative, PLANT AND MACHINE OPERATIVES N.E.C.
formal academic entry requirement gcsess grade advantageous entry typically apprenticeship traineeship approved constructionskills leading nvqsvq general construction level plasterer apply plaster cement mixture wall ceiling fix fibrous sheet cast fix ornamental plasterwork interior exterior buildings fibrous plasterer plasterer plastering contractor mix directs mixing plaster desired consistency applies smoothes coat plaster produce finished surface hand tool mechanical spray pours liquid plaster mould cast ornamental plaster work measure cut installs secures plaster board andor ornamental plasterwork wall ceiling cover seal joint board finish surface check surface level line spirit level straight edge minor group building finishing trade sub major group skilled construction building trade major group skilled trade occupation, PLASTERERS
formal academic entry requirements training typically provided onthejob supplemented specialised courses nvqssvqs plastic processing operation available level apprenticeship leading nvqsvq level available areas plastic process operative attend operate moulding extruding thermoforming calendering covering cutting process equipment repair plastic products extrusion operator plastic m fr fabric plastic m fr injection moulder lam fibreglass process worker plastic good m fr prepares machine operation affixing necessary attachment weighs mix ingredient load machine plastic worked regulates flow feed conveyor hopper monitor control regulating temperature pressure etc operates moulding extruding calendering thermoforming covering machine inspects plastic product defect measurement repair plastic belting sheathing trim cut performs finishing operation plastic hand machine tool artificial eye contact lens disc repair spectacle frame plastic artificial limb orthopaedic appliances minor group process operative sub major group process plant machine operative major group process plant machine operative, PLASTICS PROCESS OPERATIVES
formal academic requirement gcsess grade advantageous nvqssvqs mechanical engineering service available level apprenticeship available plumbing lead nvqsvq level jobholder unit group assemble install maintain repair plumbing fixture heating ventilating system pipe pipeline system commercial residential industrial premise public buildings gas engineer gas service engineer heating ventilating engineer heating engineer plumber plumbing heating engineer examines drawing specification determine layout system measure cut required length copper lead steel iron aluminium plastic hand machine tool installs fitting storage tank cooker bath toilet ï¿½taps valve refrigerator boiler radiator fire test completed installation leak necessary adjustment attache fitting join piping welding soldering cementing fusing screwing method repair burst pipe mechanical combustion fault replaces faulty tap washer valve etc minor group construction building trade sub major group skilled construction building trade major group skilled trade occupation, PLUMBERS AND HEATING AND VENTILATING ENGINEERS
gcsess grade qualification required training isï¿½usually apprenticeship including work experience andï¿½practical technical training leading recognised awards precision instrument maker repairer calibrate test repair precision optical instrument barometer compass camera calibrators watch clock chronometers calibration engineer h oro logi st instrument maker instrument mechanic instrument technician optical technician precision engineer watchmaker examines drawing specification determine appropriate method material sequence operation mark machine aluminium brass steel plasticsï¿½using machine tool grinder lathe shaper test watch clock repair diagnose fault remove repair replaces damaged worn test completed timepiece accuracy electronic test equipment carry service task cleaning oiling regulating check prepared accuracy measuring equipment assembles adjusts necessary hand machine tool position aligns secures optical lens mount test adjusts repair precision optical instruments minor group metal machining fitting instrument making trade sub major group skilled metal electrical electronic trade major group skilled trade occupation, PRECISION INSTRUMENT MAKERS AND REPAIRERS
formal academic requirement employer require gcsess grades training typically received onthejob apprenticeship available btec certificate diploma vocational course nvqsvq level prepress technician prepare format compose text graphic form suitable use variety print processes compositor plate maker pre press manager pre press technician type setter determines specification kind size type computer application generate image text scan retouches digital image create sample proof plan lay artwork match planned design examines proof copy check quality accuracy necessary alteration process filmsetting desktop publishing output produce image film transfer printing plate digital output arranges paste printing material paper ready photographing minor group printing trade sub major group textile printing skilled trade major group skilled trade occupation, PRE-PRESS TECHNICIANS
academic qualification required off onthejob training provided nvqssvqs screen printing available level machine printing level printing machine assistant set operate letterpress platen cylinder lithographic photogravure printing machine photocopier office printer duplication machine reprographic equipment finishing operative printing lithographer printing machinist printing print operator printer s assistant position printing plate load ink reservoir load paper roll sheet printing press set control control speed pressure ink flow printing machine load photocopier office printer duplication machine reprographic equipment stationery start reprographic printing machine monitor operation paper misfeeds error message remove blockage replaces damaged paper monitor quality output carry routine maintenance cleaning printing machine set operates machine cutting paper specified dimension folding binding produce finished paper item set operates press stamping pattern label textile clothing pottery footwear leather goods minor group plant machine operative sub major group process plant machine operative major group process plant machine operative, PRINTING MACHINE ASSISTANTS
formal academic entry requirement employer expect entrant posse gcsess grades training typically provided onthejob supplemented specialist training courses nvqssvqs process operation available level job holder unit group perform variety processing occupation classified minor group process operatives melting pot assistant electric cable mixing plant foreman asphalt m fr process worker electrical engineering stone finisher cast concrete product m fr pack product ready kiln setting operates kiln furnace oven produce cement clinker linoleum cement asphalt fire abrasive carbon product cook heat treat material product classified operates machine mix blend crush wash separate seed material classified operates machine produce flat corrugated asbestos cement pipe sheet performs processing task classified minor group process operative sub major group process plant machine operative major group process plant machine operative, PROCESS OPERATIVES N.E.C.
production process engineer usually posse accredited university degree qualifying period appropriate training experience required membership chartered engineering institution incorporated engineer posse accredited university degree btecsqa award apprenticeship leading nvqsvq level route followed period appropriate training relevant experience production process engineer advise direct technical aspect production programme ensure costeffectiveness efficiency unit group incorporates planning quality control engineer plan production schedule work sequence manufacturing processing procedure ensure accuracy quality reliability chemical engineer undertake research commercial scale chemical process processed product design provide specification direct construction operation maintenance repair chemical plant control systems chemical engineer industrial engineer process engineer production consultant production engineer study existing alternative production method work flow plant layout type machinery cost recommends optimum equipment layout prepares drawing specification devise implement production control method monitor operational efficiency investigates eliminates potential hazard bottleneck production advises management ensures effective implementationï¿½of new production method technique equipment liaises material buying storing controlling department ensure steady flow supply undertakes research develops process achieve physical andor chemical change oil pharmaceutical synthetic plastic food product design control construct process plant manufacture products minor group engineering professional sub major group science research engineering technology professional major group professional occupation, PRODUCTION AND PROCESS ENGINEERS
preset entry standards entry possible degree equivalent qualification andor relevant experience apprenticeship snvqs management level onthejob training provided professional qualification available production manager director construction direct coordinate resource construction maintenance civil structural engineering work including house flat factory road runway bridge tunnel railway work harbour dock marine work water supply drainage sewage works building service manager construction manager director building construction owner electrical contracting liaises manager plan overall production activity construction activity set quality standard estimate timescales cost receives invitation tender arranges estimate liaises client architect engineer preparation contract plan directs coordinate construction maintenance civil structural engineering work including demolition opencast mining work pipeline piling receives report work progress ensure material construction method meet specification statutory requirement deviation agreed plans minor group production manager director sub major group corporate manager director major group manager director senior official, PRODUCTION MANAGERS AND DIRECTORS IN CONSTRUCTION
preset entry standards entry possible degree equivalent qualification andor relevant experience onthejob training provided professional qualification available snvqs management level production manager director manufacturing plan organise direct coordinate activity resource necessary production manufacturing industry including maintenance engineering item equipment machinery engineering manager managing director engineering operation manager manufacturing production manager liaises manager plan overall production activity daily manufacturing activity set quality standard estimate timescales cost manages production ensure order completed agreed date conform customer requirement monitor production production cost undertakes arranges preparation report record oversees supervision production line staff ensures target met minor group production manager director sub major group corporate manager director major group manager director senior official, PRODUCTION MANAGERS AND DIRECTORS IN MANUFACTURING
preset entry standards entry possible gcsess grade levelsh grade btec diploma apprenticeship nvq level degree equivalent qualification withwithout relevant experience off onthejob training provided lead professional qualifications production manager director mining energy water supply plan organise direct coordinate activity resource necessary extraction mineral natural deposit production storage provision gas water electricity supplies operation manager mining water energy quarry manager coordinate activity quarry drilling operation offshore installation determines staffing material need coordinate supervises coalface production activity ensures compliance health safety regulation ensures haulage storage purification distribution work performed efficiently compliance statutory regulation arranges provision gas water electricity supply ensures compliance issue relating environmental impact operations minor group production manager director sub major group corporate manager director major group manager director senior official, PRODUCTION MANAGERS AND DIRECTORS IN MINING AND ENERGY
entrant usually posse degree equivalent qualification entry academic qualification andor significant relevant experience possible variety vocational professional postgraduate qualification available programmer software development professional design develop test implement maintain software system order meet specification business objective information system design develop specialist software eg computer games analyst programmer database developer game programmer programmer software engineer examines existing software determines requirement newmodified system light business need undertakes feasibility study design software solution writes code individual program according specification develops user interface test corrects software program writes code specialist programming computer game example artificial intelligence 3d engine development implement evaluates software plan maintains database structure writes operational documentation provides subsequent support training users minor group information technology telecommunication professional sub major group science research engineering technology professional major group professional occupation, PROGRAMMERS AND SOFTWARE DEVELOPMENT PROFESSIONALS
restricted particular qualification entry isï¿½most common levelsh grade btecsqa award snvqs level degree equivalent qualification off onthejob training provided professional qualification available chartered status achieved purchasing manager director retail plan organise direct coordinate purchasing function industrial commercial government organisation public agency ensure costeffectiveness bid manager purchasing manager determines good service equipment need sourced devise purchasing policy decides order tender evaluates suppliersï¿½ bid negotiates price contract supplier draw contract document arranges quality check incoming good ensures supplier deliver time interview suppliersï¿½ representative visit trade fair research identifies new product supplier stay abreast ensures adherence relevant legislation tendering procurement procedures minor group functional manager director sub major group corporate manager director major group manager director senior official, PURCHASING MANAGERS AND DIRECTORS
entrant normally posse gcsess grade btec sqa award levelsh grades training typically received onthejob supplemented training course instruction specific technique required industryspecific nvqssvqs encompass aspect quality control quality assurance technician perform variety technical inspection testing monitoring task detect processing manufacturing defects quality assurance technician quality control technician quality officer quality technician test technician set scientific electronic technical equipment perform functional inspection test analysis interprets result test undertaken writes report completion supervises work routine inspection staff note defect reported assist quality control engineer undertaking production audit liaises production engineer staff maintain quality output develop quality management systems minor group science engineering production technician sub major group science engineering technology associate professional major group associate professional technical occupation, QUALITY ASSURANCE TECHNICIANS
quality control planning engineer usually posse accredited university degree qualifying period appropriate training experience required membership chartered engineering institution achieved incorporated engineer posse accredited university degree btecsqa award apprenticeship leading nvqsvq level route followed period appropriate training relevant experience quality control planning engineer plan production schedule work sequence manufacturing processing procedure ensure accuracy quality reliability planning engineer quality assurance engineer quality control officer professional quality engineer devise inspection testing evaluation method boughtin material component semifinished finished product ensures accuracy machine jig fixture gauge manufacturing testing equipment prepares work flow chart individual department compiles detailed instruction process work method quality safety standard worker analysis plan drawing specification safety quality accuracy reliability contractual requirement prepares plan sequence operation completion date phase production processing oversees effective implementation adopted process schedule procedures minor group quality regulatory professional sub major group business medium public service professional major group professional occupation, QUALITY CONTROL AND PLANNING ENGINEERS
entry professional training membership appropriate professional organisation entry professional examination require gcsess grade levelsh grade btecsqa award degree equivalent qualification candidate usually undertake period probationary training professional assessment quantity surveyor advise financial contractual matter relating prepare bill quantity construction project provide support function concerning financing material required building projects quantity surveyor surveyor quantity surveying liaises client project cost formulates detailed cost plan advises contractor engineer ensure remain cost limit examines plan specification prepares detail material labour required project prepares bill quantity use contractor tendering work examines tender received advises client acceptable assist preparation contract document measure value work progress examines deviation original contract measure value completed contract authorisation payment minor group architect town planner surveyor sub major group business medium public service professional major group professional occupation, QUANTITY SURVEYORS
formal academic entry requirements training typically provided onthejob nvqs svqs drilling operation process operation extractive industry available level minimum age limit underground work quarry worker erect support underground working set detonate explosive loosen rock set operate drilling equipment extract mineral coal ground operate machinery wash crush separate stone ores derrick man oil diamond dr iller sinking plant operator quarry quarry operative inspects blasting area drill shot hole insert explosive detonates charge loosen large piece rockore assembles drilling cutting tool operates control start machine regulate speed pressure cutting drilling erects timber metal support shore tunnel assist tunnel miner excavation vertical shaft underground tunnel conveys good material workface load unloads car transfer material underground surface conveyor bunker tub rail truck operates agitatorsvibrators separate mineral ensures screened filtered crushed separated material discharged appropriate chute conveyor performs mining quarrying task classified including digging clay open pit operating highpressure hose wash china clay open pit face assisting miners minor group plant machine operative sub major group process plant machine operative major group process plant machine operative, QUARRY WORKERS AND RELATED OPERATIVES
entrant usually posse gcsess grade gnvq gsvq btecsqa award apprenticeship engineering maintenance nvqsvq level available rail rolling stock builder repairer erect fit assemble repair rolling stock subassembly test adjust new engine trains coach repair er railway mechanical fitter railway rolling stock railway engineer rolling stock technician examines drawing specification determine appropriate method sequence operation fit assembles andor metal subassembly train engine examines rolling stock defect remove replaces repair faulty inspects test new repaired machinery conformity standard specification oil grease train engine maintains record repair maintenance carried out minor group vehicle trade sub major group skilled metal electrical electronic trade major group skilled trade occupation, RAIL AND ROLLING STOCK BUILDERS AND REPAIRERS
formal academic entry requirements off onthejob training provided nvqssvqs rail transport engineering available level rail construction maintenance operative lay relay repair examine railway track maintain surrounding areas line inspector railway maintenance man railway maintenance repair layer railway track man railway ultrasonic engineer railway maintenance repair patrol length track visually inspects rail bolt fishplate chair distortion fracture check tightness bolt wedge replaces damaged rail chair repacks ballast sleeper necessary lubricates point examines fence drain culvert embankment carry necessary maintenance spread ballast lay sleeper metal plate specified interval position length rail set point crossover secures rail bolt wooden wedge clip fastens section rail bolting fishplate rails minor group construction operative sub major group process plant machine operative major group process plant machine operative, RAIL CONSTRUCTION AND MAINTENANCE OPERATIVES
formal academic entry requirements candidate required good hearing eyesight normal colour vision pas medical examination entry posts training initially undertaken training centre followed practical experience onthejob nvqs svqs rail transport operation available level rail transport operative assist driver operation passenger good train drive locomotive engine coal guide wagon coach marshalling yard siding train operate signal point control movement rail traffic monitor operation surface underground railways railway worker hunter signal man railway transport supervisor railway provides crew breakdown train allocates relief replacement crew necessary crew informed line repair restriction check train running time punctuality examines schedule decides priority movement train monitor movement train issue instruction driver signal operative level crossing keeper operates signal open close barrier level crossing required examines shunting instruction uncouples wagon coach guide movement carriage manual point wagon break linksup carriage ensures security coupling reconnects brake heating system assist driver operation diesel dieselelectric electric steam locomotive check loading tub carriage informs driver load distribution special feature route minor group driver transport operative sub major group transport mobile machine driver operative major group process plant machine operative, RAIL TRANSPORT OPERATIVES
entrant usually posse relevant degree equivalent qualification training usually provided onthejob support provided postgraduate study professional qualification available manager unit group plan organise coordinate manage resource undertake systematic investigation necessary development new enhance performance existing product services creative manager research development design manager market research manager research manager broadcasting establishes product design performance objective consultation business function liaises production department investigate resolve manufacturing problem develops research methodology implement report research investigation undertaken plan work schedule assigns task delegate responsibility research development team monitor standard scientific technical research undertaken research team minor group research development manager sub major group science research engineering technology professional major group professional occupation, RESEARCH AND DEVELOPMENT MANAGERS
academic qualification required training typically provided onthejob site required ï¿½trained operativeï¿½ registered street worker qualification register trained operative required attend accredited assessment centres nvqssvqs highway maintenance road building available level road construction operative construct repair maintain road lay paving slab kerbstone form pavement street gutters asphalt er concrete finisher building construction highway maintenance hand pave r road worker inspects road surface hazard sign deterioration clear mud weed debris road spread grit salt required cut away broken road surface pick pneumatic drill heat bitumen bucket applies newly laid asphalt beat draw tamper head asphalt close joint spread bitumen tar asphalt compact surface roller spread aggregate road surface shovel lay marking road surface remove damaged paving slab kerb stone lay bedding sand concrete mortar prepared foundation lay new slab stone fill joint mortar minor group construction operative sub major group process plant machine operative major group process plant machine operative, ROAD CONSTRUCTION OPERATIVES
formal academic entry requirement gcsess grade advantageous entry typically apprenticeship traineeship approved constructionskills leading nvqsvq general construction level job holder unit group cover roof exterior wall felting sheeting slate tile thatch provide waterproof surface ma stic asphalt spreader roof tile r roofer roofing contractor later thatcher measure roof exterior wall calculates required underfelt tile slate thatching material cut wooden batten felt underfelt required size lay secures underfelt cover hot bitumen adhesive compound lay aligns secures successive overlapping layer roofing material seal edge roof mortar ensures joint watertight minor group construction building trade sub major group skilled construction building trade major group skilled trade occupation," ROOFERS, ROOF TILERS AND SLATERS"
formal academic entry requirement employer require candidate posse gcsess grades training typically received onthejob supplemented training course instruction specific technique required nvqssvqs encompass aspect quality control jobholder unit group inspect andor test metal stock product electrical plant machinery electronic component system subassembly textile wood paper food plastic rubber good material detect processing manufacturing defects quality assurance inspector quality auditor quality controller quality inspector test engineer ï¿½ï¿½ï¿½ï¿½ï¿½examines article surface flaw crack dent defective sealing broken wire visual inspection aid microscope magnifying glass ï¿½ï¿½ï¿½ï¿½ï¿½checks sequence assembly operation check assembly subassembly list detect missing item ï¿½ï¿½ï¿½ï¿½ï¿½sets test equipment connects itemssystem power sourcepressure outlet etc operates control check performance operation electrical plant machinery electronics system ï¿½ï¿½ï¿½ï¿½ï¿½examines yarn package textile fabric garment wood wood product paper paperboard plastic rubber material food product food storage container etc check specification mark repairable defect reject faulty item ï¿½ï¿½ï¿½ï¿½ï¿½reports recurrent major defect recommends improvement production methods minor group assembler routine operative sub major group process plant machine operative major group process plant machine operative, ROUTINE INSPECTORS AND TESTERS
formal academic entry requirement employer require entrant posse gcsess grades training typically onthejob supplemented specialised training courses nvqssvqs processing rubber available level rubber process operative attend operate masticating calendering mixing forming shaping moulding extruding cutting trimming winding machine repair rubber products disc cutter rubber m fr moulder rubber good m fr process worker rubber reclamation tyre builder ascertains ingredient mixing requirement feed machine regulates flow feed conveyor hopper regulates speed temperature pressure masticating mixing extruding vacuum moulding machinery operates winding machinery form endless belt build rubberised material form industrial belting pneumatic tyre prepares surface coat line metal product rubber trim sandblast manipulates rubber article abrasive wheel finish product locates defect repair worn faulty sheathing belting rubber pneumatic tyres minor group process operative sub major group process plant machine operative major group process plant machine operative, RUBBER PROCESS OPERATIVES
formal academic entry requirements training initially received onthejob skilled worker obtain construction skill recognised scaffolders record scheme card completion approved course work experience nvqssvqs scaffolding available level job holder unit group erect dismantle scaffolding working platform set lifting equipment shipsï¿½ rigging maintain repair steeple industrial chimney tall structure install maintain repair rope wire cables bell hanger church bell stage rig ger shipbuilding tackle man steelworks examines drawing specification determine job requirement examines scaffold tubing coupling defect selects fit bolt scaffold tube scaffolding reach required height lay secures wooden planking form working platform fix guard rail ladder cradle awning required erects jib derrick similar hoisting equipment installs rope pulley lifting tackle form rope sling ladder netting rigging measure cut repair wire fibre rope minor group construction operative sub major group process plant machine operative major group process plant machine operative," SCAFFOLDERS, STAGERS AND RIGGERS"
entry varies employer employer entrant usually posse gcsess grade btecsqa award intermediate gnvqgsvq level ii professional qualification available required area work job holder unit group perform variety technical support function classified minor group science engineering production technicians school technician technical assistant technician textile consultant workshop technician set apparatus experimental demonstration purposesundertakes test measurement readingsperforms calculation record interprets dataotherwise assist technologist directed minor group science engineering production technician sub major group science engineering technology associate professional major group associate professional technical occupation," SCIENCE, ENGINEERING AND PRODUCTION TECHNICIANS N.E.C."
entrant typically posse gcsess grades training usually apprenticeship including practical experience technical training apprenticeship engineering material processing engineering assembly engineering construction available sheet metal worker mark cut shape join sheet metal hand machine tool repair sheet metal product component excluding vehicle bodywork copper smith panel beater metal trade sheet metal fabric sheet metal worker examines drawing specification ass job requirement template measuring instrument tool mark layout line reference point hand machine tool bend roll fold press beat cut sheet metal assembles prepared join bolting welding soldering finish product grinding filing cleaning polishing repair damaged metal copper sheet tube beating riveting soldering welding fitting replacement check final product ensure conformity specifications minor group metal forming welding related trade sub major group skilled metal electrical electronic trade major group skilled trade occupation, SHEET METAL WORKERS
academic qualification required gcsess grade equivalent qualification advantage nvqssvqs available level apprenticeship combining practical work experience technical training required significant relevant work experience skilled metal electrical electronic trade supervisor oversee operation directly supervise coordinate activity worker skilled metal electrical electronic trades electrical supervisor maintenance supervisor manufacturing workshop manager directly supervises coordinate activity skilled metal electrical electronic trade worker establishes monitor work schedule meet productivity requirement liaises manager department contractor resolve operational problem determines recommends staffing need meet productivity requirement report required managerial staff departmental activities minor group skilled metal electrical electronic trade supervisor sub major group skilled metal electrical electronic trade major group skilled trade occupation," SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES SUPERVISORS"
formal academic entry requirements training usually apprenticeship administered professional association lasting years apprenticeship incorporate technical training practical experience lead recognised award membership professional bodies smith forge worker operate direct operation power hammer press shape heated metal requirement repair variety metal article heating hammering bending blacksmith chain repair er farrier pewter smith steel presser read interprets order blueprint determine operational requirement heat supervises heating furnace metal forged position directs positioning heated metal anvil work surface operates directs operation press hammer reposition workpiece stroke special forging tool shape cut metal required bend shape metal hand forging method hammer punch drift hand tool temper hardens forged piece required quenching oil water fit secures horse shoes minor group metal forming welding related trade sub major group skilled metal electrical electronic trade major group skilled trade occupation, SMITHS AND FORGE WORKERS
formal academic entry requirement gcsess grade advantageous entry typically apprenticeship traineeship approved constructionskills engineering construction industry training board leading nvqsvq general construction level steel erectors fit erect structural metal framework building structure metal chimneys steel erect steel fabric steel worker structural engineering examines drawing specification ass job requirement erects ladder scaffolding working cage directs hoisting positioning girder metal check alignment arranges undertakes bolting welding metal check alignment metal spirit level plumbrule minor group construction building trade sub major group skilled construction building trade major group skilled trade occupation, STEEL ERECTORS
formal academic requirement entrant typically posse gcsess grade equivalent qualification apprenticeship traineeship combining work experience practical training available nvqsvq level telecommunication engineer install maintain repair public private telephone system maintain test repair telecommunication cables cable joint er customer service engineer telecommunication installation engineer telecommunication network officer telecommunication telecommunication engineer telephone engineer installs internal cabling wiring telephone system fit wire junction distribution box fix connecting wire underground aerial line premise connects cable terminal inside wiring installs telephone switchboard coin operated phone box testing equipment locate defective component circuitry necessary repair test installation necessary adjustment assist erection wooden pole steel tower carry overhead line connects cable test defect locates repair fault line ancillary equipment erects maintains mobile telecommunication infrastructure minor group electrical electronic trade sub major group skilled metal electrical electronic trade major group skilled trade occupation, TELECOMMUNICATIONS ENGINEERS
formal academic entry requirements training typically provided onthejob nvqs svqs manufacturing textile available level job holder unit group operate machine prepare natural synthetic fibre processing spin twist fibre yarn thread twine rope similar material estimate quantity colouring matter required printing dyeing fabrics hosiery worker machinist rope twine m fr process worker textile m fr spinner paper twine m fr set control start machinery monitor passage material processed replenishes supply input fibre remove replaces output package card spool detects blockage tangled thread defective broken material join broken end hand mechanical knotting check quality completed material mark flaw remove badly damaged section examines colour card specification estimate quantity colouring material needed print dye fibre calculates mix ingredient accordingly stretch shrink brush dampens press fabric shear burn protruding fabric fibre required clean oil machine detects report mechanical fault technicians minor group process operative sub major group process plant machine operative major group process plant machine operative, TEXTILE PROCESS OPERATIVES
entry doe depend academic qualifications training mainly onthejob relevant vocational course qualification available areas job holder unit group perform variety textile related craft occupation classified minor group textile garment trades clothing manufacturer embroiderer hand sewer sail maker upholstery cutter mark cut sews corset light clothing hood apron repair sail boat cover canvas good fill stuff cushion quilt soft toy furniture examines sketch draw pattern manufacture garment upholstery shape steam fabric hat hood final shape fibre helmet felt hat performs task classified example form mount wig button shape hat brim staple seam industrial gloves minor group textile garment trade sub major group textile printing skilled trade major group skilled trade occupation," TEXTILES, GARMENTS AND RELATED TRADES N.E.C."
formal academic requirement employer require gcsess grades engineering apprenticeship btec city guild qualification available onthejob training nvqs svqs level available tool maker tool fitter markersout mark metal machining fit assemble repair machine press tool dy jig fixture tools die maker engineer toolmaker jig maker marker engineering tool fitter tool maker examines drawing specification determine appropriate method sequence operation mark reference point measuring instrument tool punch rule square operates hand machine tool shape workpiece specification check accuracy machining assembles prepared check alignment micrometer optical projector measuring equipment adjusts necessary repair damaged worn tools minor group metal machining fitting instrument making trade sub major group skilled metal electrical electronic trade major group skilled trade occupation," TOOL MAKERS, TOOL FITTERS AND MARKERS-OUT"
formal academic entry requirement employer require gcsess grade equivalent qualification apprenticeship nvqsvq level available year complete off onthejob training provided nvqssvqs level available job holder unit group construct repair body road vehicle fit interior exterior fitting vehicle bodies body shop technician car body repair er coach builder panel beater restoration technician motor vehicle vehicle builder diagnosis job requirement ascertains work specification drawing instruction selects cut shape assembles material form vehicle underframe framework body repair damage chassis engine mounting hydraulic ram jack jig hammer dent bodywork fill small depression corroded area solder plastic filler compound replaces body panel hand power tool installs repair interior fitting including seat seatbelt fascia car sink special feature caravan mobile shop position secures repair external fitting including window door door handle catch roof attachments minor group vehicle trade sub major group skilled metal electrical electronic trade major group skilled trade occupation, VEHICLE BODY BUILDERS AND REPAIRERS
formal academic entry requirement employer require gcsess grade equivalent qualification off onthejob training provided nvqssvqs level available apprenticeship nvqsvq level available year complete vehicle paint technician use spray equipment apply paint cellulose protective decorative material bodywork motor vehicles car paint sprayer coach painter paint technician motor vehicle vehicle finisher applies masking material protect area coated remove external fixture consults vehicle colour code chooses appropriate paint mix paint achieve desired consistency colour hand electrostatic spray gun coat surface adjusting nozzle pressure valve gun required remove masking material refit external fitting completion spraying clean maintains spray equipment protective clothing spraying booth minor group vehicle trade sub major group skilled metal electrical electronic trade major group skilled trade occupation, VEHICLE PAINT TECHNICIANS
formal academic entry requirement employer require gcsess grade equivalent qualification training undertaken off onthejob nvqssvqs level available apprenticeship nvqsvq level available year complete vehicle technician mechanic electrician accept help repair service mechanical electricalelectronic circuitry component car lorry bus motorcycle motor vehicle repair service auto airconditioning systems auto electrician car mechanic hg v mechanic mechanic garage mot tester motor mechanic motor vehicle technician technician motor vehicle visually check test drive test equipment diagnose engine mechanical fault remove dismantles repair replaces defective prepares new appropriate tool reassembles test adjusts tune appropriate system entire engine carry routine maintenance check oil air filter brake vehicle partssystems diagnosis fault electricalelectronic circuitry remove faulty component fit replacement check condition electricalelectronic system carry servicing task installs additional electrical amenity radiocd player aerial repair service air conditioning heating enginecooling systems minor group vehicle trade sub major group skilled metal electrical electronic trade major group skilled trade occupation," VEHICLE TECHNICIANS, MECHANICS AND ELECTRICIANS"
formal educational qualification required entry entrant qualified area work require certificate training practice professional qualification available chartered institute personnel development nvqssvqs training development available level vocational industrial trainer provide instruction manual manipulative vocational skill advise plan organise vocational instruction industrial commercial establishments trainer nv q assessor technical instructor training consultant training manager ass training requirement prepares lecture demonstration study aid supervises trainee development assist trainee difficulty prepares regular progress report trainee management arranges work experience instructional visit trainee plan curriculum rota staff duty update amends light development advises training programme discus progress problem staff trainee devise general specialised training course response particular needs minor group public service associate professional sub major group business public service associate professional major group associate professional technical occupation, VOCATIONAL AND INDUSTRIAL TRAINERS AND INSTRUCTORS
entry possible variety academic qualification including degree equivalent qualification related subject andor relevant experience nvq level professional qualification available professional qualification available chartered institute waste management mandatory operational management posts waste disposal environmental service manager plan organise direct coordinate operation development waste disposal related environmental service facility private firm public authorities environmental manager refuse disposal manager local government cleansing dept recycling plant manager scrap metal dealer determines staffing financial material short longterm requirement manages delegate task staff coordinate maintenance optimum utilisation waste disposal related equipment provide efficient service monitor level waste disposal recycling related environmental service compiles statistic produce report liaises member local community educate promote concept recycling appropriate waste management date new legislation liaises appropriate regulatory body ensure compliance legislation waste disposal environmental service coordinate resource activity relating procurement collection storage processing sale scrap metal related products minor group manager proprietor service sub major group manager proprietor major group manager director senior official, WASTE DISPOSAL AND ENVIRONMENTAL SERVICES MANAGERS
formal academic entry requirements training provided off onthejob nvqs svqs operating process plant available level water sewerage plant operative operate valve control water supply main pipeline attend screening filtering water purifying sedimentation plant clear blockage patrol maintain sewerage systems controller water treatment plant operator sewage work pump attendant water treatment engineer water treatment operator attends water filtration purification plant monitor chemical treatment regulates treatment water supply strict guideline open close valve regulate quantity pressure water report defective valve abnormal water pressure stop water supply emergency informs consumer likely affected regulates flow raw sewage screening plant release screened sewage regulates flow detritus pit sedimentation tank filtration bed clean screen compartment sedimentation tank filtration bed manually mechanical scraper patrol section sewer examines blockage gas release clear blockage flushing boring rod dig trench assist pipe layer lay renew repair sewerage pipes minor group plant machine operative sub major group process plant machine operative major group process plant machine operative, WATER AND SEWERAGE PLANT OPERATIVES
entrant usually posse degree equivalent qualification entry academic qualification andor significant relevant experience possible variety relevant vocational professional postgraduate qualification available jobholder unit group design develop maintain website meet clientï¿½s specified requirements internet developer multimedia developer web design consultant web designer liaises internalexternal client order define requirement website present design option client design web page including graphic animation functionality maximise visual effectiveness facilitate appropriate access develops website application design develops web interface relational database system establishes method ensure appropriate website security recovery writes publishes content website test website interaction performance prior going ï¿½liveï¿½ monitor maintains functionality website activates ï¿½liveï¿½ website minor group information technology telecommunication professional sub major group science research engineering technology professional major group professional occupation, WEB DESIGN AND DEVELOPMENT PROFESSIONALS
